repo,issue_id,issue_total_tokens,issue_body_tokens,issue_comment_tokens,issue_num_sections,issue_num_comments,issue_has_satd,issue_satd_section_ratio,issue_satd_token_ratio,issue_satd_primary_type,issue_sentiment_score,issue_sentiment_variance,issue_priority_score
visit,Issue_3837,997,0,588,20,14,0,0.0,0.0,,-0.23570712136409228,1.244123544153021,0.05565909777037492
ADIOS2,Issue_3836,76,0,34,4,2,0,0.0,0.0,,1.0,0.0,0.08309405446045569
ADIOS2,Issue_3832,7,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.021194627151743473
visit,Issue_3831,521,0,70,10,4,1,0.2,0.6046065259117083,code/design_debt,-0.5355086372360844,1.2867695005544484,0.08782215605868948
ADIOS2,Issue_3829,538,0,516,7,5,1,0.14285714285714285,0.3066914498141264,code/design_debt,-0.2936802973977695,1.170156773479005,0.06457085695413416
kokkos,Issue_3827,2450,0,2277,26,22,1,0.038461538461538464,0.08285714285714285,code/design_debt,-0.25142857142857145,1.1018976452119311,0.10546861445732945
visit,Issue_3818,162,0,26,5,1,0,0.0,0.0,,-0.4691358024691358,1.4077427221460141,0.12118883311296441
visit,Issue_3813,951,0,569,15,11,1,0.13333333333333333,0.37013669821240797,code/design_debt,-0.21976866456361724,1.1362057317495224,0.06330199862023121
ADIOS2,Issue_3811,68,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.05852153337174621
ADIOS2,Issue_3808,761,0,646,7,5,0,0.0,0.0,,0.4612352168199737,0.5538304726350057,0.05052066971448915
visit,Issue_3806,2306,0,1863,21,15,1,0.19047619047619047,0.19254119687771032,code/design_debt,-0.0026019080659150044,0.9992633676210362,0.0549602950189458
visit,Issue_3802,574,0,345,11,7,1,0.2727272727272727,0.313588850174216,test_debt,-0.1672473867595819,0.9367458410545009,0.11548718159021983
kokkos,Issue_3798,142,0,38,6,2,0,0.0,0.0,,0.4647887323943662,0.9061694108311844,0.10718869276179947
ADIOS2,Issue_3797,209,0,203,9,7,1,0.1111111111111111,0.5598086124401914,code/design_debt,-0.39712918660287083,1.4224643819204386,0.08335500981868872
ADIOS2,Issue_3796,13,0,3,2,1,0,0.0,0.0,,1.0,0.0,0.0936783721011509
ADIOS2,Issue_3795,1666,0,1464,20,18,1,0.1,0.06782713085234093,documentation_debt,1.0,0.0,0.06071777248599262
visit,Issue_3793,744,0,134,9,5,1,0.2222222222222222,0.06586021505376344,documentation_debt,-0.3978494623655914,1.6003391528885809,0.05714290379290161
ADIOS2,Issue_3792,176,0,130,7,5,0,0.0,0.0,,1.0,0.0,0.1737962257950948
ADIOS2,Issue_3788,54,0,26,3,1,0,0.0,0.0,,0.037037037037037035,0.9766803840877915,0.1284653224716346
kokkos,Issue_3785,120,0,15,6,2,0,0.0,0.0,,1.0,0.0,0.08020113004082911
ADIOS2,Issue_3780,203,0,4,3,1,0,0.0,0.0,,0.8620689655172413,1.168450257629806,0.10993507711001478
visit,Issue_3779,298,0,4,5,1,0,0.0,0.0,,0.9328859060402684,1.497121751272465,0.08833154525269049
ADIOS2,Issue_3777,113,0,41,4,2,0,0.0,0.0,,0.5398230088495575,0.751585872033832,0.04577548862181735
visit,Issue_3775,2590,0,2010,30,24,1,0.1,0.14092664092664092,documentation_debt,0.7019305019305019,0.7439805608145373,0.040727538996000956
visit,Issue_3771,209,0,61,7,3,0,0.0,0.0,,0.3684210526315789,1.0304709141274238,0.06807995220368883
visit,Issue_3770,288,0,65,8,4,1,0.125,0.6354166666666666,code/design_debt,0.6666666666666666,0.7777777777777775,0.08759165649625535
visit,Issue_3766,948,0,843,18,12,1,0.3888888888888889,0.7763713080168776,documentation_debt,0.6371308016877637,0.6980125454728886,0.018735023079021664
ADIOS2,Issue_3762,120,0,14,3,1,0,0.0,0.0,,-0.7666666666666667,1.0766666666666667,-0.0016877620366179966
kokkos,Issue_3757,546,0,237,10,6,1,0.1,0.07692307692307693,code/design_debt,0.17216117216117216,1.029639469199909,0.050702875498735506
visit,Issue_3754,293,0,77,8,4,0,0.0,0.0,,-0.42662116040955633,1.3953161947139745,0.12943291427990114
ADIOS2,Issue_3752,4,0,0,1,0,0,0.0,0.0,,1.0,0.0,0.07213991132431936
visit,Issue_3751,164,0,0,4,0,1,0.25,0.7012195121951219,code/design_debt,-0.8170731707317073,1.6676085663295654,0.07876617667150049
kokkos,Issue_3747,108,0,53,10,6,0,0.0,0.0,,0.5925925925925926,0.6400548696844991,0.06627762501970848
visit,Issue_3746,151,0,3,5,1,0,0.0,0.0,,1.0,0.0,0.08047279084273377
visit,Issue_3742,2034,0,1801,30,26,1,0.1,0.22861356932153393,code/design_debt,0.04523107177974434,0.9779226115718139,0.11099451766942355
visit,Issue_3741,1041,0,705,13,9,1,0.07692307692307693,0.056676272814601344,test_debt,-0.13544668587896252,1.0808596597366538,0.11731121541774926
kokkos,Issue_3725,296,0,113,11,7,1,0.18181818181818182,0.5878378378378378,test_debt,-0.41216216216216217,1.394693372733913,0.08767507739643438
ADIOS2,Issue_3724,106,0,42,5,3,0,0.0,0.0,,1.0,0.0,0.056995471238857856
kokkos,Issue_3723,4413,0,3931,37,33,1,0.32432432432432434,0.28846589621572627,code/design_debt,0.3052345343303875,0.8786789887157245,0.0399387054789715
ADIOS2,Issue_3721,2009,0,1792,14,12,1,0.07142857142857142,0.10652065704330513,code/design_debt,0.6495769039323046,0.679576549628216,0.08570656099863375
visit,Issue_3720,2046,0,1717,25,19,0,0.0,0.0,,0.26295210166177907,0.8798182945718659,0.09424337841270371
visit,Issue_3719,892,0,600,23,19,1,0.043478260869565216,0.023542600896860985,code/design_debt,0.04932735426008968,0.9552505011947359,0.12449290139109007
visit,Issue_3718,4188,0,3762,32,28,1,0.21875,0.2237344794651385,code/design_debt,0.7588347659980897,0.43757805309024084,0.03534669911508954
ADIOS2,Issue_3717,149,0,41,4,2,0,0.0,0.0,,0.6510067114093959,0.7728030268906807,0.13420413554843175
ADIOS2,Issue_3716,626,0,560,19,17,0,0.0,0.0,,0.3993610223642173,0.7811472049966396,0.0559019840826289
ADIOS2,Issue_3714,105,0,33,4,2,0,0.0,0.0,,0.638095238095238,0.7690702947845804,0.07388448187757622
visit,Issue_3711,2516,0,711,21,17,0,0.0,0.0,,0.575516693163752,0.837919441398353,0.0982373121393498
kokkos,Issue_3710,1019,0,444,11,7,1,0.09090909090909091,0.004906771344455349,requirement_debt,0.1521099116781158,1.1061064679642418,0.14037079870774263
visit,Issue_3709,1964,0,1586,26,20,1,0.38461538461538464,0.33095723014256617,documentation_debt,0.32484725050916496,1.0555492360850314,0.07519975885736228
kokkos,Issue_3708,334,0,142,9,5,0,0.0,0.0,,0.844311377245509,0.3994884482531942,0.058875622526158515
ADIOS2,Issue_3707,432,0,384,9,7,1,0.1111111111111111,0.45601851851851855,code/design_debt,-0.2824074074074074,1.3935399519890261,0.05836156212825685
ADIOS2,Issue_3706,149,0,85,4,2,0,0.0,0.0,,1.0,0.0,0.03914694605026793
ADIOS2,Issue_3703,16,0,8,2,1,0,0.0,0.0,,0.0,1.0,0.10132373032499593
ADIOS2,Issue_3696,81,0,33,4,2,0,0.0,0.0,,-0.7037037037037037,1.49519890260631,0.20806365995015727
ADIOS2,Issue_3695,120,0,113,4,3,0,0.0,0.0,,1.0,0.0,0.06974198880107933
visit,Issue_3694,317,0,159,11,8,0,0.0,0.0,,0.05362776025236593,0.9346224236212197,0.08115751905528096
kokkos,Issue_3693,118,0,55,10,6,1,0.1,0.03389830508474576,code/design_debt,-0.3220338983050847,1.2325193909796035,0.11124417927983239
ADIOS2,Issue_3688,1553,0,1421,17,15,1,0.17647058823529413,0.21571152607855762,code/design_debt,0.8068254990341275,0.4169989756041798,6.472048455672487e-06
visit,Issue_3680,342,0,255,13,7,0,0.0,0.0,,0.10526315789473684,0.9624973364585553,0.04692780700759367
ADIOS2,Issue_3679,190,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.047917472585962004
visit,Issue_3678,2025,0,929,12,8,0,0.0,0.0,,0.45580246913580247,0.9038875781130925,0.09788290398203825
ADIOS2,Issue_3674,734,0,629,7,5,0,0.0,0.0,,0.670299727520436,0.49173068539906206,0.11943656113303232
ADIOS2,Issue_3671,1212,0,1186,21,19,1,0.09523809523809523,0.1971947194719472,code/design_debt,0.45874587458745875,0.9046171943927066,0.1275064493561929
visit,Issue_3670,1311,0,355,11,5,1,0.09090909090909091,0.036613272311212815,documentation_debt,0.9054157131960335,0.996672419887706,0.11811485888247679
ADIOS2,Issue_3669,148,0,67,9,7,0,0.0,0.0,,0.8918918918918919,0.8044801558315071,0.11686733594488743
ADIOS2,Issue_3664,31,0,26,2,1,0,0.0,0.0,,-0.6774193548387096,1.4588969823100935,0.19040211391925016
ADIOS2,Issue_3663,9,0,3,2,1,0,0.0,0.0,,1.0,0.0,0.044461207953487375
ADIOS2,Issue_3662,12,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.09079224113426708
visit,Issue_3661,321,0,71,12,6,0,0.0,0.0,,0.6573208722741433,0.9938568142778118,0.07975821638826656
visit,Issue_3656,584,0,68,10,4,1,0.1,0.1660958904109589,code/design_debt,0.5102739726027398,1.0562699380746856,0.07621950619796984
ADIOS2,Issue_3655,354,0,240,11,9,0,0.0,0.0,,0.23728813559322035,1.0131623619127206,0.03129470715440897
visit,Issue_3649,1413,0,1160,26,20,1,0.19230769230769232,0.21302193913658882,code/design_debt,-0.14366595895258316,1.0648448182087142,0.08899744996467576
visit,Issue_3648,459,0,118,9,5,1,0.1111111111111111,0.4989106753812636,code/design_debt,0.3812636165577342,0.8911862009388604,0.07650283264168782
kokkos,Issue_3647,369,0,242,11,7,1,0.09090909090909091,0.2764227642276423,code/design_debt,-0.12195121951219512,1.125736844951598,0.07541297317184527
ADIOS2,Issue_3646,185,0,77,9,7,1,0.1111111111111111,0.5567567567567567,requirement_debt,-0.16756756756756758,1.2142650758866975,0.09795952521423076
visit,Issue_3645,408,0,187,9,5,1,0.3333333333333333,0.6519607843137255,code/design_debt,-0.5245098039215687,0.9254373317954633,0.08305869255454121
visit,Issue_3638,740,0,217,16,10,0,0.0,0.0,,0.5918918918918918,1.0543900657414171,0.1375262871485561
ADIOS2,Issue_3630,166,0,89,5,3,0,0.0,0.0,,1.0,0.0,-0.018149610872663643
ADIOS2,Issue_3629,611,0,436,9,7,1,0.2222222222222222,0.39279869067103107,code/design_debt,0.4828150572831424,0.9112336746838958,0.08300524769840378
visit,Issue_3626,368,0,145,9,5,0,0.0,0.0,,0.8586956521739131,0.40160943079185046,0.033006180699255115
ADIOS2,Issue_3624,34,0,8,3,1,0,0.0,0.0,,1.0,0.0,0.031499021379915886
ADIOS2,Issue_3617,13,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.035187532071417144
ADIOS2,Issue_3616,114,0,88,4,2,1,0.25,0.20175438596491227,test_debt,0.5964912280701754,0.7593105570944907,0.10502925142797183
ADIOS2,Issue_3615,8,0,3,2,1,0,0.0,0.0,,1.0,0.0,0.12089992532622129
visit,Issue_3614,106,0,17,6,2,0,0.0,0.0,,1.0,0.0,0.06196066656027908
kokkos,Issue_3613,490,0,350,7,3,1,0.14285714285714285,0.05714285714285714,requirement_debt,1.0,0.0,0.03598547061332803
kokkos,Issue_3612,376,0,292,10,6,1,0.2,0.18085106382978725,requirement_debt,-0.30319148936170215,0.9706484834766863,0.05445880981898725
ADIOS2,Issue_3611,37,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.09553864073201954
visit,Issue_3608,299,0,37,9,5,1,0.2222222222222222,0.5819397993311036,code/design_debt,-0.8327759197324415,1.5084544169901162,0.06529421570161177
visit,Issue_3603,259,0,0,3,0,0,0.0,0.0,,1.0,0.0,0.007464635591843577
visit,Issue_3602,891,0,88,7,3,1,0.2857142857142857,0.8585858585858586,documentation_debt,0.8361391694725028,0.5046441829083056,0.08297158691919915
ADIOS2,Issue_3601,6,0,0,1,0,0,0.0,0.0,,1.0,0.0,-0.022719317189715843
kokkos,Issue_3600,199,0,154,4,1,0,0.0,0.0,,-0.949748743718593,0.9522739324764524,0.08403460007968117
ADIOS2,Issue_3599,4,0,0,1,0,0,0.0,0.0,,1.0,0.0,0.042590084128021864
ADIOS2,Issue_3598,4,0,0,1,0,0,0.0,0.0,,1.0,0.0,0.00786049505159509
kokkos,Issue_3597,1056,0,802,13,10,1,0.3076923076923077,0.6477272727272727,code/design_debt,0.11553030303030302,0.8889300015010241,0.06097568255418999
ADIOS2,Issue_3596,106,0,0,2,0,0,0.0,0.0,,0.9056603773584906,1.8202207191171236,0.04038314217665747
visit,Issue_3594,904,0,330,11,7,1,0.09090909090909091,0.4258849557522124,code/design_debt,-0.3827433628318584,1.3552615887910349,0.11985241342609108
kokkos,Issue_3589,163,0,55,10,6,1,0.1,0.3374233128834356,requirement_debt,0.06748466257668712,0.9775603146524142,0.09520926864558159
ADIOS2,Issue_3587,184,0,122,5,3,1,0.2,0.31521739130434784,documentation_debt,1.0,0.0,0.07794792053443642
visit,Issue_3580,284,0,173,8,4,1,0.25,0.6091549295774648,code/design_debt,-0.4014084507042254,1.3618329696488796,0.1540498661522908
ADIOS2,Issue_3574,313,0,289,9,7,0,0.0,0.0,,0.01597444089456869,0.9967053070075457,0.06560319438544907
visit,Issue_3572,831,0,693,11,7,1,0.09090909090909091,0.19494584837545126,code/design_debt,0.0036101083032490976,0.9954183495869168,0.06391054132375285
ADIOS2,Issue_3569,711,0,588,18,16,1,0.05555555555555555,0.13220815752461323,code/design_debt,-0.08016877637130802,1.0598728836190778,0.08576127835014896
ADIOS2,Issue_3566,230,0,154,9,7,1,0.1111111111111111,0.1391304347826087,documentation_debt,0.391304347826087,0.5444234404536862,0.05204704145320838
ADIOS2,Issue_3565,76,0,66,3,2,0,0.0,0.0,,1.0,0.0,0.005199749447835321
ADIOS2,Issue_3563,37,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.17987445959023957
kokkos,Issue_3559,263,0,163,14,10,1,0.07142857142857142,0.22053231939163498,code/design_debt,0.33840304182509506,0.9211434519592799,0.10311584207807548
kokkos,Issue_3556,332,0,268,11,7,0,0.0,0.0,,0.7048192771084337,0.5997274970638302,0.10501380980316048
kokkos,Issue_3555,366,0,225,11,7,1,0.18181818181818182,0.3524590163934426,code/design_debt,0.08196721311475409,0.9620092350541156,0.06238674832434462
visit,Issue_3552,374,0,228,11,6,1,0.09090909090909091,0.31283422459893045,requirement_debt,0.10695187165775401,0.9531013183105036,0.0912058076575616
visit,Issue_3551,160,0,78,8,3,0,0.0,0.0,,0.5625,0.75390625,0.07624569563798345
ADIOS2,Issue_3550,33,0,30,3,2,0,0.0,0.0,,-0.5757575757575758,1.7153351698806245,0.2135890970812707
kokkos,Issue_3549,178,0,10,5,1,0,0.0,0.0,,-0.5393258426966292,1.9380633758363843,0.04042365279144753
ADIOS2,Issue_3548,66,0,61,5,4,0,0.0,0.0,,1.0,0.0,0.0857844331707553
visit,Issue_3547,34,0,0,4,0,0,0.0,0.0,,0.29411764705882354,1.0865051903114187,0.16545270705105186
ADIOS2,Issue_3546,4,0,0,1,0,0,0.0,0.0,,1.0,0.0,0.0466678356689866
ADIOS2,Issue_3541,118,0,26,3,1,1,0.3333333333333333,0.6864406779661016,test_debt,0.559322033898305,0.9399597816719333,0.08439772005211148
ADIOS2,Issue_3540,85,0,41,4,2,0,0.0,0.0,,0.38823529411764707,0.7624913494809689,0.11847751040156844
kokkos,Issue_3538,1059,0,865,20,16,1,0.15,0.21529745042492918,code/design_debt,0.43153918791312557,0.8409947203742195,0.08274513510878588
ADIOS2,Issue_3532,144,0,86,8,6,0,0.0,0.0,,-0.125,1.140625,0.0602024402086156
visit,Issue_3531,407,0,141,12,6,1,0.08333333333333333,0.022113022113022112,code/design_debt,-0.29238329238329236,1.2804101845870888,0.07636823087857796
visit,Issue_3525,273,0,225,13,9,1,0.07692307692307693,0.1978021978021978,documentation_debt,0.36996336996337,0.7384508043848707,0.08655570838804608
visit,Issue_3524,316,0,91,10,4,1,0.2,0.5443037974683544,code/design_debt,0.9177215189873418,0.7409469636276238,0.044147826068964335
ADIOS2,Issue_3523,31,0,0,2,0,0,0.0,0.0,,-0.6774193548387096,1.4588969823100935,0.06609109086044285
ADIOS2,Issue_3520,497,0,373,8,6,1,0.25,0.635814889336016,code/design_debt,-0.3762575452716298,1.3296985130096477,0.07073258949514817
ADIOS2,Issue_3518,106,0,30,4,2,1,0.25,0.6037735849056604,code/design_debt,0.5094339622641509,0.7500889996440014,0.1259280026024221
ADIOS2,Issue_3511,210,0,97,7,5,0,0.0,0.0,,0.4380952380952381,0.8164172335600907,0.10864232340372497
visit,Issue_3510,122,0,17,5,2,0,0.0,0.0,,-0.32786885245901637,1.5009406073636118,0.12273383226221288
ADIOS2,Issue_3509,9,0,3,2,1,0,0.0,0.0,,1.0,0.0,0.05704708743009609
ADIOS2,Issue_3507,301,0,240,7,5,1,0.14285714285714285,0.2823920265780731,code/design_debt,0.036544850498338874,0.9700113685279411,0.12545595530177645
visit,Issue_3504,854,0,619,20,16,1,0.05,0.28805620608899296,code/design_debt,-0.5737704918032787,1.2144584789035204,0.10161319328596737
visit,Issue_3503,641,0,364,14,10,1,0.14285714285714285,0.16380655226209048,documentation_debt,-0.07020280811232449,1.0651022697917052,0.10653414357438085
visit,Issue_3492,391,0,50,6,2,0,0.0,0.0,,-0.6521739130434783,1.4253308128544422,0.141411710341787
visit,Issue_3486,468,0,140,7,1,1,0.14285714285714285,0.29914529914529914,documentation_debt,-0.1581196581196581,1.0701788714609226,0.06250213046788827
ADIOS2,Issue_3483,62,0,0,2,0,0,0.0,0.0,,-0.8064516129032258,1.6503642039542141,-0.022256831393404827
ADIOS2,Issue_3479,491,0,346,4,2,1,0.25,0.2668024439918534,code/design_debt,0.8940936863543788,0.9053098336243837,0.04326699095733663
ADIOS2,Issue_3478,226,0,68,4,2,0,0.0,0.0,,1.0,0.0,0.051761202949579185
ADIOS2,Issue_3477,315,0,110,6,4,0,0.0,0.0,,-0.873015873015873,1.1801461325270848,0.1055133886194269
ADIOS2,Issue_3473,160,0,57,6,4,0,0.0,0.0,,-0.2875,1.274322916666667,0.05967059821154894
visit,Issue_3463,420,0,281,10,4,1,0.1,0.5904761904761905,code/design_debt,0.32857142857142857,1.2393877551020407,0.10830295151308132
ADIOS2,Issue_3462,233,0,100,5,3,0,0.0,0.0,,0.2703862660944206,0.9649542264547147,0.0548749326921008
ADIOS2,Issue_3461,592,0,252,5,3,0,0.0,0.0,,0.9121621621621622,0.7374452154857561,0.05456037119125639
kokkos,Issue_3460,259,0,161,14,10,1,0.14285714285714285,0.08494208494208494,code/design_debt,-0.08108108108108109,1.0529061880413233,0.10528364958145497
ADIOS2,Issue_3459,561,0,524,14,12,1,0.21428571428571427,0.32798573975044565,code/design_debt,0.19073083778966132,0.872894677235665,0.13235466663060974
ADIOS2,Issue_3457,294,0,234,6,4,0,0.0,0.0,,-0.19047619047619047,1.036281179138322,0.10965542244188574
ADIOS2,Issue_3456,343,0,46,4,2,0,0.0,0.0,,0.749271137026239,0.812136099754354,0.07341755398782679
ADIOS2,Issue_3455,876,0,718,11,9,1,0.2727272727272727,0.5125570776255708,code/design_debt,0.4155251141552511,0.7949110167162334,0.06157166041242619
kokkos,Issue_3454,206,0,66,8,4,1,0.5,0.7330097087378641,documentation_debt,0.8446601941747572,0.44646055236120263,0.0401623091881508
visit,Issue_3453,985,0,780,16,12,1,0.125,0.30558375634517765,code/design_debt,0.24467005076142131,0.9986959210492409,0.06311520578744124
visit,Issue_3452,654,0,340,14,10,1,0.07142857142857142,0.03058103975535168,documentation_debt,1.0,0.0,0.032348107538371584
ADIOS2,Issue_3448,149,0,105,5,3,0,0.0,0.0,,-0.2080536912751678,1.12650781496329,0.1031002505261033
visit,Issue_3445,391,0,67,9,3,1,0.1111111111111111,0.5498721227621484,documentation_debt,0.8670076726342711,0.40302370253116254,0.08134419923940152
visit,Issue_3444,133,0,0,4,0,0,0.0,0.0,,0.6090225563909775,1.3709084741930013,0.07591775531481824
kokkos,Issue_3443,218,0,103,6,2,1,0.5,0.4724770642201835,code/design_debt,1.0,0.0,0.0937280359733154
visit,Issue_3442,518,0,422,22,16,1,0.22727272727272727,0.3861003861003861,code/design_debt,0.08108108108108109,0.9623480974832325,0.10634644476521424
visit,Issue_3439,3806,0,3061,35,31,1,0.14285714285714285,0.19390436153441934,test_debt,0.26379400945874937,0.9640696756428229,0.08551898584085366
kokkos,Issue_3433,283,0,42,7,3,0,0.0,0.0,,-0.6678445229681979,1.255203586010563,0.08690560527721058
ADIOS2,Issue_3429,363,0,164,4,2,1,0.25,0.41597796143250687,code/design_debt,-0.928374655647383,0.9335048456010138,0.09697152648660307
ADIOS2,Issue_3413,676,0,492,8,6,1,0.25,0.3091715976331361,documentation_debt,0.48520710059171596,0.9928223801687617,0.07402525378612919
visit,Issue_3402,593,0,358,14,10,1,0.07142857142857142,0.26138279932546377,test_debt,0.17706576728499157,0.9301718474956562,0.07622229708092322
ADIOS2,Issue_3400,496,0,380,7,5,1,0.14285714285714285,0.22580645161290322,code/design_debt,0.6854838709677419,0.8823305336702839,0.07676075134334556
visit,Issue_3398,879,0,533,14,10,0,0.0,0.0,,0.41751990898748575,0.8164486666973589,0.060069665394302474
kokkos,Issue_3397,421,0,219,12,8,1,0.16666666666666666,0.5581947743467933,code/design_debt,0.20665083135391923,1.0427045660992662,0.1065047636710473
ADIOS2,Issue_3393,767,0,643,10,8,1,0.2,0.43285528031290743,test_debt,0.864406779661017,0.7099109451307097,0.05848146945022468
visit,Issue_3391,2139,0,1640,30,24,1,0.13333333333333333,0.2080411407199626,code/design_debt,0.6185133239831697,0.55787429996715,0.021340344465094387
kokkos,Issue_3386,579,0,387,14,10,1,0.07142857142857142,0.18998272884283246,code/design_debt,-0.018998272884283247,1.0057890123395234,0.07411557762977634
kokkos,Issue_3385,613,0,428,17,13,1,0.058823529411764705,0.2039151712887439,scientific_debt,-0.2528548123980424,1.2721689310688842,0.0850061119498892
visit,Issue_3383,610,0,346,14,10,1,0.07142857142857142,0.2901639344262295,documentation_debt,-0.28524590163934427,1.1628640534418548,0.09883049081663126
visit,Issue_3381,2731,0,2263,34,28,1,0.23529411764705882,0.5053094104723544,code/design_debt,0.4185280117173197,0.9289727485230408,0.08256667098988037
ADIOS2,Issue_3379,834,0,761,15,13,0,0.0,0.0,,-0.6115107913669064,0.8032020426824009,0.09938504368313164
