repo,issue_id,issue_total_tokens,issue_body_tokens,issue_comment_tokens,issue_num_sections,issue_num_comments,issue_has_satd,issue_satd_section_ratio,issue_satd_token_ratio,issue_satd_primary_type,issue_sentiment_score,issue_sentiment_variance,issue_priority_score
spack,Issue_50349,414,0,302,21,19,0,0.0,0.0,,0.6038647342995169,0.8470542736453263,0.06815461347236215
spack,Issue_50348,155,0,0,2,0,0,0.0,0.0,,0.9612903225806452,1.924079084287201,0.1403265702806271
spack,Issue_50347,105,0,28,4,2,0,0.0,0.0,,-0.4666666666666667,1.217777777777778,0.11780377925377292
spack,Issue_50323,374,0,147,5,3,0,0.0,0.0,,0.4919786096256685,1.0452515084789384,0.1099422296074019
spack,Issue_50321,755,0,634,10,8,0,0.0,0.0,,-0.20264900662251656,1.0410666198850929,0.058694425641883645
spack,Issue_50316,143,0,3,3,1,0,0.0,0.0,,0.8181818181818182,1.1239669421487604,0.11880832724540488
spack,Issue_50310,137,0,0,2,0,0,0.0,0.0,,0.8832116788321168,1.7800628696254464,0.11688948729910614
spack,Issue_50305,165,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.10906933506163664
spack,Issue_50304,283,0,89,3,1,0,0.0,0.0,,0.3286219081272085,1.3270736305859732,0.09615740588203299
spack,Issue_50303,98,0,1,3,1,0,0.0,0.0,,0.8571428571428571,1.163265306122449,0.10744160751962314
spack,Issue_50300,375,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.12063511481477511
spack,Issue_50296,119,0,2,3,1,0,0.0,0.0,,1.0,0.0,0.11619515391737852
spack,Issue_50266,89,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.06227816802091846
spack,Issue_50265,172,0,144,4,2,0,0.0,0.0,,0.7325581395348837,0.8040832882639264,0.061220042274403835
spack,Issue_50250,550,0,363,6,4,0,0.0,0.0,,-0.7636363636363637,1.0740495867768596,0.12786462672328772
spack,Issue_50244,218,0,132,5,3,0,0.0,0.0,,0.1834862385321101,0.8134837134921302,0.12606934859963193
spack,Issue_50241,315,0,162,4,2,0,0.0,0.0,,1.0,0.0,0.05469024415764239
spack,Issue_50236,273,0,61,4,2,0,0.0,0.0,,-0.6996336996336996,1.4894873136631377,0.11476441093091755
spack,Issue_50220,163,0,17,4,2,0,0.0,0.0,,-0.6319018404907976,2.0312017765064545,0.14979404648355252
spack,Issue_50217,209,0,119,4,2,0,0.0,0.0,,0.14832535885167464,0.8736750532268034,0.17201405246709797
spack,Issue_50211,238,0,104,4,2,1,0.25,0.1638655462184874,documentation_debt,-0.12605042016806722,1.0158887084245463,0.09554303203878602
spack,Issue_50198,93,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.14131244135233098
spack,Issue_50196,217,0,42,3,1,0,0.0,0.0,,0.5668202764976958,1.6991654101807212,0.11033751455296409
spack,Issue_50187,326,0,168,8,6,0,0.0,0.0,,-0.5521472392638037,1.5809401934585416,0.11972456158238295
spack,Issue_50183,264,0,44,5,3,0,0.0,0.0,,0.9772727272727273,0.7823347107438018,0.09206198298704539
spack,Issue_50182,233,0,55,5,3,0,0.0,0.0,,1.0,0.0,0.10704451977883976
spack,Issue_50180,133,0,61,8,6,0,0.0,0.0,,0.6691729323308271,0.7786194810334103,0.11178802335804086
spack,Issue_50179,311,0,227,6,4,0,0.0,0.0,,0.42765273311897106,0.6126832159854979,0.12235196390318365
spack,Issue_50171,158,0,15,3,1,0,0.0,0.0,,0.9493670886075949,1.2683864765261974,0.11951129967228265
spack,Issue_50167,153,0,75,6,4,0,0.0,0.0,,0.7516339869281046,1.0638643256867015,0.12078724231358616
spack,Issue_50164,241,0,119,4,2,0,0.0,0.0,,0.23651452282157676,1.055939119505518,0.16778082861447766
spack,Issue_50161,335,0,174,4,2,0,0.0,0.0,,-0.9522388059701492,0.9545199376253062,0.0670216192908954
spack,Issue_50118,218,0,107,6,4,0,0.0,0.0,,0.3761467889908257,0.6399573548803411,0.04213282788047881
spack,Issue_50100,491,0,287,5,3,1,0.4,0.7046843177189409,requirement_debt,0.4378818737270876,1.0165877858479102,0.07564581061963452
spack,Issue_50093,214,0,158,4,2,1,0.25,0.014018691588785047,code/design_debt,0.9719626168224299,0.9727487116778759,0.06054298526198968
spack,Issue_50086,22,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.020330150866544484
spack,Issue_50083,352,0,187,7,5,0,0.0,0.0,,0.5625,0.8342633928571429,0.08572257767439906
spack,Issue_50079,106,0,11,3,1,1,0.3333333333333333,0.8679245283018868,test_debt,-1.0,0.0,0.12421438408951618
spack,Issue_50052,245,0,119,4,2,0,0.0,0.0,,0.27346938775510204,0.8013161182840484,0.15503384876639414
spack,Issue_50047,314,0,119,4,2,1,0.25,0.5254777070063694,requirement_debt,-0.8089171974522293,0.8454298348817396,0.1465552298090783
spack,Issue_50040,210,0,113,5,3,0,0.0,0.0,,-0.9428571428571428,1.5118367346938775,0.07806313279209434
spack,Issue_50036,503,0,439,14,12,0,0.0,0.0,,0.7176938369781312,0.28475215167388174,0.0007514040475684576
spack,Issue_50026,1463,0,1325,18,16,1,0.05555555555555555,0.14832535885167464,test_debt,0.0758714969241285,0.9888961513957013,0.09295380855000725
spack,Issue_50024,264,0,134,4,2,0,0.0,0.0,,-0.015151515151515152,1.0002295684113867,0.1118470758232294
spack,Issue_50023,424,0,253,7,5,0,0.0,0.0,,-0.14150943396226415,0.8987311193612368,0.12479663588622744
spack,Issue_50021,329,0,177,5,3,0,0.0,0.0,,0.02127659574468085,1.0089633318243547,0.13179192409872165
spack,Issue_50008,99,0,14,3,1,0,0.0,0.0,,1.0,0.0,0.10192325856631188
spack,Issue_50006,190,0,23,3,1,0,0.0,0.0,,1.0,0.0,0.11470958960940689
spack,Issue_50005,398,0,165,8,6,0,0.0,0.0,,0.592964824120603,0.7586424585237747,0.14319146796578838
spack,Issue_50000,206,0,124,8,6,1,0.25,0.39805825242718446,documentation_debt,-0.3300970873786408,1.1089640870958621,0.11335868922058188
spack,Issue_49995,876,0,665,12,10,0,0.0,0.0,,-0.5388127853881278,0.7515064323095849,0.0669780901246606
spack,Issue_49992,363,0,135,5,3,0,0.0,0.0,,0.47107438016528924,1.0334813195819958,0.1496783118077058
spack,Issue_49991,576,0,378,9,7,0,0.0,0.0,,-0.3368055555555556,1.1882836612654322,0.06053019201317714
spack,Issue_49984,43,0,30,3,1,0,0.0,0.0,,-0.3953488372093023,1.4198665945556155,0.041204828857468144
spack,Issue_49983,584,0,305,15,13,0,0.0,0.0,,0.5205479452054794,1.2015637705635824,0.07024497474157897
spack,Issue_49971,891,0,636,17,15,1,0.11764705882352941,0.10437710437710437,code/design_debt,-0.5129068462401796,1.2027314510094382,0.10160812774961539
spack,Issue_49967,60,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.00844293105569054
spack,Issue_49964,167,0,22,3,1,0,0.0,0.0,,-1.0,0.0,0.0820024243158603
spack,Issue_49959,512,0,339,9,7,0,0.0,0.0,,-0.05078125,1.0138634575737848,0.09992015406069142
spack,Issue_49958,437,0,136,5,3,0,0.0,0.0,,-0.7848970251716247,1.3021045300546161,0.10288137062220283
spack,Issue_49939,2616,0,2161,14,12,1,0.14285714285714285,0.28631498470948014,code/design_debt,0.694954128440367,0.88728627340171,0.05190636904086326
spack,Issue_49919,211,0,118,6,4,0,0.0,0.0,,-0.4786729857819905,1.548243151172106,0.07107848788763929
spack,Issue_49902,592,0,410,16,14,1,0.125,0.14527027027027026,code/design_debt,0.13175675675675674,0.9514814645726808,0.11887591116255215
spack,Issue_49899,90,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.10643624046013284
spack,Issue_49897,87,0,7,3,1,0,0.0,0.0,,1.0,0.0,0.13115650124196154
spack,Issue_49892,335,0,218,7,5,1,0.14285714285714285,0.21791044776119403,documentation_debt,-0.30149253731343284,0.8324755752156066,0.08949006550469392
spack,Issue_49883,131,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.10434039932762951
spack,Issue_49881,310,0,46,4,2,0,0.0,0.0,,0.7548387096774194,1.5697814776274717,0.1562990839090499
spack,Issue_49875,46,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.04883671592472373
spack,Issue_49861,369,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.05368637002187025
spack,Issue_49855,504,0,454,13,11,1,0.07692307692307693,0.14285714285714285,requirement_debt,0.1626984126984127,0.9513791984030081,0.09091941813181978
spack,Issue_49854,374,0,100,4,2,0,0.0,0.0,,0.48663101604278075,1.236809745774829,0.15951461663126731
spack,Issue_49853,109,0,11,3,1,0,0.0,0.0,,-0.7981651376146789,1.1049574951603398,0.09532226214174279
spack,Issue_49847,565,0,290,4,2,0,0.0,0.0,,-0.12920353982300886,1.0166935547027958,0.07928594584455874
spack,Issue_49844,630,0,208,6,4,0,0.0,0.0,,-0.9047619047619048,0.6122448979591836,0.16137784658625878
spack,Issue_49841,674,0,450,6,4,0,0.0,0.0,,0.0,1.0,0.023738475454865588
spack,Issue_49831,710,0,587,9,7,1,0.1111111111111111,0.2746478873239437,code/design_debt,-0.6253521126760564,1.2520981286781725,0.12972114597083204
spack,Issue_49827,185,0,45,5,3,0,0.0,0.0,,1.0,0.0,0.11437363112028578
spack,Issue_49825,308,0,119,4,2,0,0.0,0.0,,0.38311688311688313,1.1467785461291957,0.13719074063706724
spack,Issue_49807,95,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.14386679543366912
spack,Issue_49799,23,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.13967795919749995
spack,Issue_49794,274,0,119,4,2,0,0.0,0.0,,-0.781021897810219,0.8289733070488571,0.17219601482226798
spack,Issue_49791,173,0,60,4,2,0,0.0,0.0,,-0.884393063583815,0.8977580273313507,0.07818767196592818
spack,Issue_49771,381,0,275,13,11,1,0.15384615384615385,0.32020997375328086,requirement_debt,-0.48556430446194226,1.011666091708252,0.0820702467178425
spack,Issue_49757,103,0,0,2,0,0,0.0,0.0,,0.9029126213592233,1.8152512018097844,0.06304994504828047
spack,Issue_49746,124,0,20,3,1,0,0.0,0.0,,-0.6774193548387096,1.0072840790842872,0.09697317476159466
spack,Issue_49740,228,0,3,3,1,0,0.0,0.0,,1.0,0.0,0.06514748806519008
spack,Issue_49737,471,0,170,10,8,0,0.0,0.0,,0.8853503184713376,0.7214248042516938,0.14163666680684028
spack,Issue_49732,1413,0,944,9,7,1,0.1111111111111111,0.32554847841472045,test_debt,0.2002830856334041,0.9065912573019015,0.06408982993199534
spack,Issue_49725,207,0,27,4,2,0,0.0,0.0,,-0.7101449275362319,2.214450745641672,0.1304139957148923
spack,Issue_49722,121,0,19,3,1,0,0.0,0.0,,0.5537190082644629,1.6757507456230225,0.061242915544281476
spack,Issue_49720,755,0,629,11,9,1,0.09090909090909091,0.12317880794701987,code/design_debt,-0.20794701986754968,1.0054334140049679,0.12147822789336381
spack,Issue_49717,130,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.09605959326243017
spack,Issue_49716,96,0,22,3,1,0,0.0,0.0,,1.0,0.0,0.11263516226914667
spack,Issue_49707,414,0,255,10,8,0,0.0,0.0,,-0.46859903381642515,1.2195850544936873,0.14732293727980517
spack,Issue_49697,837,0,394,7,5,1,0.2857142857142857,0.6702508960573477,code/design_debt,-0.37873357228195936,1.0352295266928944,0.0685080738418377
spack,Issue_49696,174,0,9,4,2,1,0.25,0.9195402298850575,code/design_debt,0.9425287356321839,0.9458316818602195,0.05972465353573188
spack,Issue_49695,318,0,206,7,5,1,0.14285714285714285,0.2861635220125786,code/design_debt,0.1069182389937107,0.9808834415455987,0.08313210799404432
spack,Issue_49692,48,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.056663763092685504
spack,Issue_49688,723,0,602,12,10,0,0.0,0.0,,-0.4107883817427386,0.8948881734129922,0.08505831609025148
spack,Issue_49686,250,0,44,3,1,0,0.0,0.0,,1.0,0.0,0.08925846102134286
spack,Issue_49683,89,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.047733135265331794
spack,Issue_49676,574,0,40,5,3,0,0.0,0.0,,-0.8606271777003485,2.0849300100766066,0.13834799085717506
spack,Issue_49640,153,0,0,2,0,0,0.0,0.0,,-0.869281045751634,1.7556495365030544,0.11309393279942474
spack,Issue_49630,125,0,31,3,1,0,0.0,0.0,,-0.44,1.4869333333333332,0.14412397509885344
spack,Issue_49625,920,0,576,9,7,0,0.0,0.0,,-0.8108695652173913,1.4773162150808654,0.11188670430137154
spack,Issue_49623,928,0,119,4,2,0,0.0,0.0,,-0.9353448275862069,0.9395251189060642,0.1328119947164937
spack,Issue_49622,443,0,174,7,5,0,0.0,0.0,,-0.2144469525959368,1.2297991691313441,0.10448074646662722
spack,Issue_49621,393,0,119,4,2,0,0.0,0.0,,-0.8473282442748091,0.8706369092710216,0.14988489128322574
spack,Issue_49620,696,0,119,4,2,0,0.0,0.0,,-0.9137931034482759,0.9212247324613555,0.13622985074554964
spack,Issue_49619,548,0,119,4,2,0,0.0,0.0,,-0.8905109489051095,0.9024988012147691,0.15115239372045988
spack,Issue_49608,131,0,3,3,1,0,0.0,0.0,,-0.9083969465648855,2.430782976904997,0.11342029310280874
spack,Issue_49593,350,0,119,4,2,0,0.0,0.0,,-0.8285714285714286,0.8579591836734695,0.1865821742738392
spack,Issue_49571,591,0,119,4,2,0,0.0,0.0,,-0.8984771573604061,0.90878404493803,0.12318167174440192
spack,Issue_49559,143,0,0,2,0,1,0.5,0.06993006993006994,code/design_debt,-1.0,0.0,0.10942908347347845
spack,Issue_49553,375,0,238,6,4,0,0.0,0.0,,-0.792,1.0992640000000002,0.12534492841329897
spack,Issue_49546,587,0,113,8,6,0,0.0,0.0,,-0.8432708688245315,1.7111057582080802,0.0879569575462488
spack,Issue_49543,121,0,0,2,0,0,0.0,0.0,,0.8677685950413223,1.7530223345399905,0.11912593418263268
spack,Issue_49536,21,0,0,2,0,1,0.5,0.8095238095238095,code/design_debt,1.0,0.0,-0.0338234147607794
spack,Issue_49535,52,0,20,3,1,0,0.0,0.0,,1.0,0.0,0.0533099786969551
spack,Issue_49534,669,0,546,12,10,0,0.0,0.0,,0.7907324364723468,1.098102828441263,0.08148119108247186
spack,Issue_49530,570,0,119,4,2,0,0.0,0.0,,-0.8947368421052632,0.9058171745152356,0.15309878894675788
spack,Issue_49509,322,0,171,6,4,0,0.0,0.0,,0.42857142857142855,0.8979591836734695,0.12673850950585047
spack,Issue_49506,182,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.17823672675697708
spack,Issue_49504,102,0,26,3,1,0,0.0,0.0,,1.0,0.0,0.13219491497898275
spack,Issue_49496,134,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.06566226678530074
spack,Issue_49491,571,0,470,7,5,0,0.0,0.0,,0.957968476357268,0.5491772068981683,0.00714181453348008
spack,Issue_49487,83,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.13570916851928547
spack,Issue_49486,109,0,5,3,1,0,0.0,0.0,,1.0,0.0,0.0886982362528161
spack,Issue_49477,261,0,55,4,2,0,0.0,0.0,,-0.578544061302682,1.3347132308686014,0.059135785346769686
spack,Issue_49466,418,0,119,4,2,0,0.0,0.0,,-0.8564593301435407,0.8770632540463816,0.10703483536781354
spack,Issue_49452,28,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.12975497994248233
spack,Issue_49446,435,0,149,5,3,0,0.0,0.0,,-0.7103448275862069,1.7887277051129609,0.15864102010997405
spack,Issue_49444,259,0,0,2,0,1,0.5,0.9652509652509652,requirement_debt,1.0,0.0,0.02916415621840152
spack,Issue_49421,137,0,12,3,1,0,0.0,0.0,,0.9124087591240876,1.2242172376436324,0.043654338933565115
spack,Issue_49403,129,0,0,2,0,0,0.0,0.0,,0.7984496124031008,1.637521783546662,0.09167623137822271
spack,Issue_49400,206,0,134,6,4,0,0.0,0.0,,-0.7475728155339806,1.0604832375027495,0.1284717242564376
spack,Issue_49376,352,0,166,7,5,0,0.0,0.0,,-0.5625,1.4771205357142858,0.15021093986211373
spack,Issue_49372,374,0,266,7,5,0,0.0,0.0,,-0.839572192513369,0.5054926199940356,0.11796979498126828
spack,Issue_49361,434,0,367,7,5,0,0.0,0.0,,0.4423963133640553,1.069315551402663,0.0917121341780956
spack,Issue_49359,199,0,0,2,0,0,0.0,0.0,,0.8894472361809045,1.7911163859498496,0.13188761218900255
spack,Issue_49353,194,0,58,5,3,1,0.4,0.8350515463917526,requirement_debt,-0.8041237113402062,1.3249654586034647,0.08089055187307968
spack,Issue_49348,90,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.11780924458916993
spack,Issue_49341,441,0,236,12,10,1,0.08333333333333333,0.013605442176870748,code/design_debt,-0.5238095238095238,1.2743764172335599,0.12381821155360806
spack,Issue_49340,283,0,60,3,1,1,0.3333333333333333,0.21201413427561838,code/design_debt,0.519434628975265,1.616102086428848,0.1892751477280064
spack,Issue_49338,131,0,47,5,3,0,0.0,0.0,,-0.3893129770992366,1.3072897849775653,0.09393961431799457
spack,Issue_49333,684,0,398,7,5,0,0.0,0.0,,-0.005847953216374269,0.9983633547807138,0.1397204180858883
spack,Issue_49332,300,0,80,4,2,1,0.25,0.04,requirement_debt,0.4666666666666667,1.217777777777778,0.10444466552304406
spack,Issue_49326,399,0,321,9,7,1,0.1111111111111111,0.14536340852130325,code/design_debt,-0.02756892230576441,1.0191393270142777,0.08367197094405135
spack,Issue_49322,84,0,0,2,0,0,0.0,0.0,,0.8571428571428571,1.7346938775510203,0.07163395453214798
spack,Issue_49312,152,0,13,3,1,0,0.0,0.0,,0.9605263157894737,1.2822599261311174,0.15877419069942866
spack,Issue_49309,857,0,119,4,2,0,0.0,0.0,,0.7852975495915986,1.6166922413945692,0.15254755942778578
spack,Issue_49307,356,0,119,4,2,0,0.0,0.0,,0.48314606741573035,1.2334301224592856,0.1669085490657543
spack,Issue_49306,339,0,124,5,3,0,0.0,0.0,,0.45722713864306785,1.0261658008545,0.1783634792695428
spack,Issue_49265,108,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.053934061724280995
spack,Issue_49260,187,0,96,4,2,1,0.25,0.41711229946524064,code/design_debt,1.0,0.0,0.0358975505679185
spack,Issue_49240,65,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.08162186611993985
spack,Issue_49236,137,0,0,2,0,0,0.0,0.0,,0.8394160583941606,1.7046193190899888,0.10918124087280529
spack,Issue_49216,484,0,133,5,3,0,0.0,0.0,,0.6322314049586777,0.6410388634656103,0.2009411054674814
spack,Issue_49207,256,0,141,5,3,0,0.0,0.0,,0.1328125,0.96451416015625,0.17314001531811882
spack,Issue_49203,76,0,0,2,0,0,0.0,0.0,,0.631578947368421,1.3988919667590025,0.07679167132789692
spack,Issue_49202,1057,0,429,6,4,1,0.16666666666666666,0.06244087038789026,code/design_debt,-0.8126773888363292,1.660444538325834,0.06408064557748772
spack,Issue_49200,233,0,133,5,3,0,0.0,0.0,,-0.14163090128755365,0.9634069516845033,0.09340270773406284
spack,Issue_49198,658,0,347,12,10,0,0.0,0.0,,-0.7507598784194529,1.0631338094314227,0.1534893748847419
spack,Issue_49193,564,0,482,8,6,1,0.25,0.48936170212765956,code/design_debt,-0.2801418439716312,1.0784794527438255,0.06356528425018798
spack,Issue_49188,105,0,0,2,0,1,0.5,0.9238095238095239,requirement_debt,1.0,0.0,0.056388344258274395
spack,Issue_49186,179,0,10,3,1,1,0.3333333333333333,0.055865921787709494,documentation_debt,0.9441340782122905,1.2619664388335778,0.11073671989079371
spack,Issue_49154,486,0,82,5,3,0,0.0,0.0,,-0.897119341563786,0.7282799031312979,0.15756165969602634
spack,Issue_49153,261,0,13,4,2,0,0.0,0.0,,0.9770114942528736,0.9775399656493591,0.08619594156867162
spack,Issue_49147,263,0,36,3,1,0,0.0,0.0,,-0.7262357414448669,1.0432611911887308,0.08184003738595881
spack,Issue_49145,639,0,524,8,6,0,0.0,0.0,,0.7496087636932708,0.8123045349124831,0.016246002876380887
spack,Issue_49139,266,0,145,6,4,0,0.0,0.0,,-0.556390977443609,1.6804982380763942,0.13557336817645393
spack,Issue_49128,167,0,25,3,1,0,0.0,0.0,,0.7005988023952096,1.0237728136541289,0.1015506979729833
spack,Issue_49125,146,0,0,2,0,0,0.0,0.0,,0.726027397260274,1.5271157815725278,0.17050697513192614
spack,Issue_49123,14,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.058304411902384674
spack,Issue_49122,110,0,0,2,0,1,0.5,0.9818181818181818,code/design_debt,-1.0,0.0,0.06028264710468181
spack,Issue_49117,148,0,60,6,4,0,0.0,0.0,,-0.08108108108108109,1.114682249817385,0.105429592138035
spack,Issue_49106,33,0,0,2,0,0,0.0,0.0,,1.0,0.0,-0.043199775209450994
spack,Issue_49097,523,0,173,7,5,1,0.2857142857142857,0.09177820267686425,code/design_debt,0.7170172084130019,0.48980337942751434,0.07045227818261308
spack,Issue_49092,244,0,25,4,2,0,0.0,0.0,,0.9754098360655737,0.9760145122278955,0.14219451304205002
spack,Issue_49091,41,0,19,4,2,0,0.0,0.0,,1.0,0.0,0.08551901524818864
spack,Issue_49078,77,0,0,2,0,1,0.5,0.961038961038961,code/design_debt,1.0,0.0,0.15336963513209564
spack,Issue_49050,806,0,741,13,11,1,0.07692307692307693,0.009925558312655087,code/design_debt,0.5880893300248139,1.2553737785467551,0.07027557401851318
spack,Issue_49012,172,0,20,3,1,0,0.0,0.0,,0.9534883720930233,1.2734811609879213,0.08284162174555167
spack,Issue_49005,729,0,552,7,5,1,0.14285714285714285,0.22908093278463648,requirement_debt,0.7887517146776406,0.4953411035817173,0.09307799574494344
spack,Issue_48999,608,0,441,9,7,0,0.0,0.0,,0.41118421052631576,0.7122011099569099,0.08217139539762663
spack,Issue_48974,232,0,137,6,4,1,0.16666666666666666,0.39655172413793105,requirement_debt,-0.1206896551724138,1.014565992865636,0.14393684939652157
spack,Issue_48973,140,0,42,3,1,0,0.0,0.0,,0.9,1.2099999999999997,0.10850948866901665
spack,Issue_48971,252,0,83,5,3,0,0.0,0.0,,-1.0,0.0,0.10477073921547393
spack,Issue_48967,346,0,65,4,2,0,0.0,0.0,,-0.8265895953757225,0.8566607638076781,0.1505369557724588
spack,Issue_48961,94,0,0,2,0,1,0.5,0.9361702127659575,requirement_debt,-0.8723404255319149,1.7609778180172024,0.10691644024966039
spack,Issue_48945,409,0,47,3,1,0,0.0,0.0,,-0.7163814180929096,1.9907899482507478,0.11462801111252342
spack,Issue_48941,284,0,141,5,3,0,0.0,0.0,,-0.21830985915492956,0.9603352509422732,0.10075391349801101
spack,Issue_48928,272,0,201,6,4,1,0.16666666666666666,0.33455882352941174,code/design_debt,-0.3897058823529412,0.892066753171857,0.15712830654741458
spack,Issue_48924,432,0,334,7,5,1,0.2857142857142857,0.28935185185185186,code/design_debt,0.4537037037037037,0.8169581618655692,0.04045935097111847
spack,Issue_48893,715,0,630,8,6,1,0.25,0.3986013986013986,code/design_debt,1.0,0.0,0.08744875201405916
spack,Issue_48891,289,0,72,5,3,1,0.2,0.740484429065744,documentation_debt,0.7577854671280276,0.6648962536368098,0.15523369002693543
spack,Issue_48890,184,0,65,4,2,0,0.0,0.0,,0.5869565217391305,1.344517958412098,0.13303176918967569
spack,Issue_48886,102,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.06522182308856671
spack,Issue_48878,496,0,337,7,5,1,0.14285714285714285,0.3064516129032258,code/design_debt,0.1532258064516129,0.8045841385461575,0.0798952195353919
spack,Issue_48868,1769,0,366,8,6,0,0.0,0.0,,-0.6981345392877332,1.138324565302629,0.10387906023498002
spack,Issue_48865,345,0,190,9,7,0,0.0,0.0,,-0.6695652173913044,1.001940768746062,0.09342433859825838
spack,Issue_48817,370,0,263,7,5,0,0.0,0.0,,0.918918918918919,0.5316706668058019,0.04731129220520999
spack,Issue_48805,310,0,190,6,4,1,0.16666666666666666,0.3419354838709677,documentation_debt,1.0,0.0,0.04223776330104864
spack,Issue_48800,318,0,47,5,3,0,0.0,0.0,,-0.7547169811320755,1.8714845140619438,0.09233186981530707
spack,Issue_48799,100,0,51,4,2,0,0.0,0.0,,0.16,0.8655999999999999,0.12321138554730926
spack,Issue_48770,803,0,663,12,10,1,0.16666666666666666,0.17683686176836863,code/design_debt,-0.28019925280199254,1.0785116212707948,0.08339472959013144
spack,Issue_48757,155,0,58,3,1,0,0.0,0.0,,0.25161290322580643,0.895567117585848,0.08014868924817281
spack,Issue_48752,99,0,6,3,1,0,0.0,0.0,,-0.8787878787878788,1.1864095500459138,0.10689649549751938
spack,Issue_48749,211,0,135,5,3,0,0.0,0.0,,0.13744075829383887,0.8539610520877788,0.024391945019629473
spack,Issue_48748,169,0,77,6,4,0,0.0,0.0,,0.7869822485207101,0.5700313947924326,0.11120629670209678
spack,Issue_48733,316,0,189,6,4,1,0.16666666666666666,0.379746835443038,code/design_debt,1.0,0.0,0.06858764554450995
spack,Issue_48715,182,0,24,3,1,0,0.0,0.0,,0.8901098901098901,1.1988890230648475,0.14176046664957892
spack,Issue_48714,381,0,32,4,2,1,0.25,0.0026246719160104987,requirement_debt,0.7847769028871391,1.6158747873051302,0.14949103238843717
spack,Issue_48706,69,0,0,2,0,1,1.0,1.0,code/design_debt,1.0,0.0,0.19832009276708537
spack,Issue_48703,16,0,5,3,1,0,0.0,0.0,,0.125,0.9322916666666666,0.06470072906036096
spack,Issue_48699,145,0,41,6,4,0,0.0,0.0,,1.0,0.0,0.16157317629744533
spack,Issue_48688,138,0,35,3,1,0,0.0,0.0,,0.43478260869565216,1.4788909892879645,0.1424868632044006
spack,Issue_48679,230,0,0,2,0,0,0.0,0.0,,-0.9217391304347826,1.849603024574669,0.08951805619867079
spack,Issue_48649,173,0,33,3,1,1,0.3333333333333333,0.1907514450867052,test_debt,-0.6184971098265896,0.9702072683127848,0.0977146916850493
spack,Issue_48630,108,0,51,3,1,0,0.0,0.0,,1.0,0.0,0.10654640806563169
spack,Issue_48624,352,0,111,3,1,0,0.0,0.0,,1.0,0.0,0.050072221059919216
spack,Issue_48623,213,0,92,4,2,0,0.0,0.0,,1.0,0.0,-0.005566574235765002
spack,Issue_48622,162,0,65,4,2,0,0.0,0.0,,-0.5925925925925926,1.3511659807956105,0.15085240243126966
spack,Issue_48617,992,0,810,10,8,0,0.0,0.0,,-0.7520161290322581,1.2647218067117585,0.09069998657245952
spack,Issue_48596,472,0,345,10,8,0,0.0,0.0,,-0.5805084745762712,0.8725833093938524,0.13591358136674436
spack,Issue_48584,135,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.027951702997272156
spack,Issue_48578,223,0,45,6,4,0,0.0,0.0,,-0.7488789237668162,1.5608196424621452,0.13480618204584785
spack,Issue_48577,84,0,10,4,2,1,0.25,0.09523809523809523,documentation_debt,0.8095238095238095,0.8458049886621317,0.1806489690922514
spack,Issue_48576,1034,0,548,4,2,1,0.5,0.9874274661508704,requirement_debt,1.0,0.0,0.06712072059029144
spack,Issue_48573,395,0,65,4,2,0,0.0,0.0,,0.8075949367088607,1.6522095817977887,0.15731764035359752
spack,Issue_48560,127,0,38,6,4,0,0.0,0.0,,1.0,0.0,0.11951308076424183
spack,Issue_48553,367,0,162,3,1,1,0.3333333333333333,0.5340599455040872,code/design_debt,1.0,0.0,0.031066512262969265
spack,Issue_48540,192,0,13,3,1,0,0.0,0.0,,0.96875,1.2926432291666667,0.15346795694823312
spack,Issue_48527,106,0,8,4,2,0,0.0,0.0,,-0.9056603773584906,0.914560341758633,0.10888897917757691
spack,Issue_48515,209,0,100,5,3,1,0.2,0.1674641148325359,test_debt,0.22488038277511962,1.1405233396671322,0.10564847963653473
spack,Issue_48492,99,0,0,2,0,0,0.0,0.0,,0.898989898989899,1.8081828384858687,0.12242791289258484
